id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
22543,Embers And Envelopes,Mae,rock,intense,0.821,137,0.376,0.562,0.114
22544,Giving It Away,Mae,rock,chill,0.5,137,0.26,0.545,0.013
22545,Home,Mae,rock,chill,0.868,140,0.498,0.531,0.012
22546,I Just Needed You To Know,Mae,rock,chill,0.757,107,0.371,0.473,0.0
22547,In Pieces,Mae,rock,intense,0.894,147,0.448,0.571,0.004
22548,Just Let Go,Mae,rock,intense,0.847,125,0.298,0.546,0.001
22549,Last Call,Mae,rock,uplifting,0.861,148,0.622,0.556,0.025
22550,Last Transmission Ii,Mae,rock,happy,0.891,134,0.776,0.613,0.009
22551,March Of The Pigs,Mae,rock,intense,0.851,149,0.294,0.575,0.0
22552,Mistakes We Knew We Were Making,Mae,rock,chill,0.696,135,0.402,0.567,0.015
22553,My Favorite Dream,Mae,rock,chill,0.539,125,0.536,0.622,0.103
22554,On Top,Mae,rock,intense,0.933,155,0.421,0.418,0.002
22555,Painless,Mae,rock,chill,0.912,134,0.537,0.54,0.084
22556,Ready And Waiting To Fall,Mae,rock,happy,0.885,138,0.718,0.55,0.003
22557,Reflections,Mae,rock,chill,0.676,140,0.217,0.515,0.007
22558,Release Me,Mae,rock,chill,0.768,112,0.363,0.447,0.003
22559,Rocket,Mae,rock,intense,0.859,180,0.306,0.131,0.0
22560,Runaway,Mae,rock,happy,0.888,142,0.666,0.646,0.005
22561,Sic Semper Tyrannis,Mae,rock,intense,0.956,161,0.393,0.403,0.0
22562,Skyline Drive,Mae,rock,chill,0.505,144,0.069,0.583,0.176
22563,Sleep Well,Mae,rock,chill,0.617,153,0.131,0.327,0.004
22564,Soundtrack For Our Movie,Mae,rock,chill,0.661,147,0.6,0.636,0.032
22565,Summertime,Mae,rock,intense,0.859,145,0.438,0.671,0.002
22566,Sun,Mae,rock,chill,0.732,128,0.303,0.611,0.008
22567,Suspension,Mae,rock,intense,0.948,152,0.232,0.473,0.001
22568,Telescopes,Mae,rock,intense,0.898,133,0.337,0.457,0.001
22569,The Everglow,Mae,rock,chill,0.883,145,0.53,0.545,0.009
22570,The House That Fire Built,Mae,rock,uplifting,0.78,152,0.659,0.556,0.003
22571,The Ocean,Mae,rock,chill,0.749,176,0.281,0.323,0.34
22572,The Sun And The Moon,Mae,rock,moody,0.412,151,0.203,0.497,0.476
22573,This Is The Countdown,Mae,rock,intense,0.947,150,0.412,0.539,0.016
22574,Tisbury Lane,Mae,rock,moody,0.313,139,0.481,0.572,0.251
22575,Waiting,Mae,rock,intense,0.942,150,0.292,0.478,0.002
22576,Anything Goes,Major Lazer,electronic,chill,0.929,173,0.574,0.614,0.169
22577,Bruk Out,Major Lazer,electronic,happy,0.877,137,0.775,0.837,0.074
22578,Hold The Line,Major Lazer,electronic,happy,0.836,159,0.686,0.69,0.722
22579,Light It Up,Major Lazer,electronic,uplifting,0.964,174,0.628,0.343,0.02
22580,Mary Jane,Major Lazer,electronic,energetic,0.811,140,0.604,0.845,0.181
22581,Original Don,Major Lazer,electronic,energetic,0.985,146,0.584,0.797,0.047
22582,Pon De Floor,Major Lazer,electronic,intense,0.963,141,0.241,0.897,0.003
22583,Roll The Bass,Major Lazer,electronic,uplifting,0.942,155,0.631,0.581,0.025
22584,What U Like,Major Lazer,electronic,chill,0.731,162,0.57,0.718,0.012
22585,Can We Still Be Friends,Mandy Moore,pop,dreamy,0.65,171,0.589,0.39,0.605
22586,Candy,Mandy Moore,pop,energetic,0.677,124,0.805,0.854,0.118
22587,Crush,Mandy Moore,pop,chill,0.673,125,0.518,0.632,0.067
22588,Cry,Mandy Moore,pop,chill,0.681,115,0.528,0.595,0.042
22589,Everything My Heart Desires,Mandy Moore,pop,happy,0.952,133,0.895,0.725,0.044
22590,Extraordinary,Mandy Moore,pop,uplifting,0.671,118,0.922,0.631,0.1
22591,Have A Little Faith In Me,Mandy Moore,pop,chill,0.774,162,0.339,0.44,0.229
22592,I Wanna Be With You,Mandy Moore,pop,uplifting,0.909,155,0.644,0.522,0.016
22593,In My Pocket,Mandy Moore,pop,happy,0.946,129,0.842,0.698,0.016
22594,One Way Or Another,Mandy Moore,pop,chill,0.912,163,0.546,0.44,0.003
22595,The Way To My Heart,Mandy Moore,pop,happy,0.877,120,0.685,0.67,0.37
22596,The Whole Of The Moon,Mandy Moore,pop,chill,0.962,127,0.618,0.54,0.054
22597,Top Of The World,Mandy Moore,pop,happy,0.792,171,0.668,0.455,0.082
22598,Walk Me Home,Mandy Moore,pop,chill,0.56,110,0.344,0.655,0.385
22599,Want You Back,Mandy Moore,pop,chill,0.692,127,0.337,0.563,0.439
22600,An American Trilogy,Manowar,metal,sad,0.289,115,0.194,0.185,0.158
22601,Battle Hymn,Manowar,metal,chill,0.74,148,0.134,0.423,0.001
22602,Blood Brothers,Manowar,metal,chill,0.452,114,0.224,0.368,0.14
22603,Call To Arms,Manowar,metal,intense,0.894,133,0.426,0.546,0.0
22604,Die For Metal,Manowar,metal,intense,0.812,157,0.434,0.553,0.014
22605,Die With Honor,Manowar,metal,chill,0.747,160,0.166,0.493,0.001
22606,Fight Until We Die,Manowar,metal,intense,0.982,132,0.13,0.534,0.0
22607,Glory Majesty Unity,Manowar,metal,moody,0.4,111,0.245,0.316,0.216
22608,Gods Of War,Manowar,metal,chill,0.801,111,0.614,0.452,0.006
22609,Hand Of Doom,Manowar,metal,intense,0.948,127,0.162,0.534,0.0
22610,House Of Death,Manowar,metal,intense,0.989,154,0.142,0.475,0.0
22611,Hymn Of The Immortal Warriors,Manowar,metal,moody,0.398,136,0.118,0.316,0.048
22612,I Believe,Manowar,metal,chill,0.774,113,0.351,0.213,0.0
22613,King Of Kings,Manowar,metal,intense,0.916,152,0.116,0.515,0.001
22614,Let The Gods Decide,Manowar,metal,chill,0.945,167,0.462,0.516,0.0
22615,Loki God Of Fire,Manowar,metal,intense,0.856,170,0.341,0.458,0.0
22616,Odin,Manowar,metal,chill,0.689,129,0.334,0.465,0.0
22617,Sleipnir,Manowar,metal,intense,0.868,136,0.063,0.615,0.0
22618,Swords In The Wind,Manowar,metal,chill,0.573,140,0.071,0.471,0.03
22619,The Ascension,Manowar,metal,sad,0.256,131,0.093,0.403,0.334
22620,The Blood Of Odin,Manowar,metal,chill,0.473,130,0.131,0.391,0.446
22621,The Dawn Of Battle,Manowar,metal,intense,0.955,187,0.037,0.22,0.0
22622,The Sons Of Odin,Manowar,metal,intense,0.812,175,0.149,0.296,0.002
22623,Warriors Of The World United,Manowar,metal,chill,0.664,115,0.208,0.597,0.002
22624,A No No,Mariah Carey,R&B,energetic,0.719,117,0.713,0.78,0.136
22625,All My Life,Mariah Carey,R&B,happy,0.919,128,0.66,0.676,0.269
22626,Always Be My Baby,Mariah Carey,R&B,chill,0.532,110,0.492,0.656,0.484
22627,Angels Cry,Mariah Carey,R&B,chill,0.55,109,0.298,0.614,0.125
22628,Anytime You Need A Friend,Mariah Carey,R&B,chill,0.559,147,0.311,0.582,0.495
22629,Butterfly,Mariah Carey,R&B,chill,0.48,129,0.16,0.539,0.595
22630,Bye Bye,Mariah Carey,R&B,uplifting,0.586,147,0.819,0.809,0.16
22631,Candy Bling,Mariah Carey,R&B,chill,0.46,115,0.067,0.407,0.122
22632,Circles,Mariah Carey,R&B,uplifting,0.535,112,0.659,0.678,0.449
22633,Clown,Mariah Carey,R&B,uplifting,0.417,136,0.624,0.708,0.651
22634,Dreamlover,Mariah Carey,R&B,uplifting,0.689,124,0.759,0.707,0.182
22635,Emotions,Mariah Carey,R&B,happy,0.798,133,0.942,0.761,0.04
22636,Fantasy,Mariah Carey,R&B,uplifting,0.742,125,0.827,0.661,0.109
22637,Fly Like A Bird,Mariah Carey,R&B,uplifting,0.646,111,0.713,0.555,0.567
22638,For The Record,Mariah Carey,R&B,uplifting,0.681,158,0.811,0.714,0.31
22639,Forever,Mariah Carey,R&B,chill,0.499,178,0.213,0.383,0.438
22640,Honey,Mariah Carey,R&B,happy,0.839,121,0.695,0.701,0.123
22641,I Only Wanted,Mariah Carey,R&B,relaxed,0.432,134,0.312,0.617,0.702
22642,I Stay In Love,Mariah Carey,R&B,energetic,0.615,143,0.196,0.785,0.252
22643,I Want To Know What Love Is,Mariah Carey,R&B,moody,0.42,111,0.322,0.599,0.122
22644,I Wish You Knew,Mariah Carey,R&B,chill,0.566,110,0.498,0.462,0.61
22645,Inseparable,Mariah Carey,R&B,chill,0.693,161,0.462,0.594,0.091
22646,Joy Ride,Mariah Carey,R&B,chill,0.527,136,0.48,0.591,0.344
22647,Last Kiss,Mariah Carey,R&B,uplifting,0.573,143,0.757,0.81,0.122
22648,Love Story,Mariah Carey,R&B,energetic,0.601,136,0.779,0.814,0.366
22649,Love Takes Time,Mariah Carey,R&B,relaxed,0.439,140,0.266,0.615,0.719
22650,Loverboy,Mariah Carey,R&B,happy,0.791,126,0.83,0.731,0.183
22651,Lullaby,Mariah Carey,R&B,chill,0.651,119,0.558,0.585,0.502
22652,Make It Happen,Mariah Carey,R&B,uplifting,0.58,129,0.763,0.813,0.009
22653,Migrate,Mariah Carey,R&B,chill,0.746,110,0.548,0.372,0.01
22654,Mine Again,Mariah Carey,R&B,sad,0.334,144,0.368,0.702,0.684
22655,More Than Just Friends,Mariah Carey,R&B,uplifting,0.525,115,0.642,0.667,0.16
22656,My All,Mariah Carey,R&B,relaxed,0.323,129,0.113,0.614,0.701
22657,Obsessed,Mariah Carey,R&B,happy,0.917,141,0.871,0.648,0.04
22658,Ribbon,Mariah Carey,R&B,chill,0.585,136,0.4,0.645,0.107
22659,Secret Love,Mariah Carey,R&B,happy,0.8,174,0.77,0.647,0.062
22660,Shake It Off,Mariah Carey,R&B,uplifting,0.493,145,0.829,0.788,0.181
22661,Someday,Mariah Carey,R&B,happy,0.875,130,0.913,0.695,0.165
22662,Sprung,Mariah Carey,R&B,happy,0.823,120,0.709,0.645,0.008
22663,Standing O,Mariah Carey,R&B,chill,0.52,163,0.523,0.622,0.007
22664,Stay The Night,Mariah Carey,R&B,chill,0.77,117,0.503,0.666,0.033
22665,Subtle Invitation,Mariah Carey,R&B,uplifting,0.536,112,0.723,0.473,0.5
22666,The Impossible,Mariah Carey,R&B,chill,0.466,136,0.462,0.688,0.115
22667,The One,Mariah Carey,R&B,chill,0.58,136,0.551,0.701,0.427
22668,Touch My Body,Mariah Carey,R&B,energetic,0.666,110,0.851,0.724,0.1
22669,Underneath The Stars,Mariah Carey,R&B,moody,0.438,161,0.516,0.55,0.56
22670,Up Out My Face,Mariah Carey,R&B,uplifting,0.55,107,0.806,0.837,0.1
22671,Vision Of Love,Mariah Carey,R&B,chill,0.554,190,0.369,0.27,0.377
22672,We Belong Together,Mariah Carey,R&B,uplifting,0.462,149,0.77,0.849,0.034
22673,Without You,Mariah Carey,R&B,chill,0.498,138,0.16,0.504,0.344
22674,You Had Your Chance,Mariah Carey,R&B,chill,0.61,122,0.612,0.645,0.238
22675,Your Girl,Mariah Carey,R&B,chill,0.853,165,0.518,0.628,0.09
22676,Yours,Mariah Carey,R&B,chill,0.471,134,0.249,0.588,0.723
22677,15,Marilyn Manson,metal,chill,0.848,127,0.569,0.659,0.06
22678,1996,Marilyn Manson,metal,intense,0.98,167,0.069,0.309,0.002
22679,A Place In The Dirt,Marilyn Manson,metal,intense,0.793,138,0.131,0.507,0.006
22680,Angel With The Scabbed Wings,Marilyn Manson,metal,chill,0.758,129,0.529,0.636,0.0
22681,Antichrist Superstar,Marilyn Manson,metal,intense,0.834,169,0.361,0.389,0.001
22682,Better Of Two Evils,Marilyn Manson,metal,intense,0.955,140,0.314,0.6,0.0
22683,Birds Of Hell Awaiting,Marilyn Manson,metal,chill,0.833,136,0.475,0.635,0.0
22684,Blank And White,Marilyn Manson,metal,chill,0.895,134,0.509,0.602,0.003
22685,Blood Honey,Marilyn Manson,metal,chill,0.69,175,0.147,0.426,0.001
22686,Born Again,Marilyn Manson,metal,intense,0.987,144,0.072,0.48,0.0
22687,Breaking The Same Old Ground,Marilyn Manson,metal,chill,0.542,156,0.052,0.5,0.023
22688,Broken Needle,Marilyn Manson,metal,chill,0.73,152,0.124,0.418,0.0
22689,Burning Flag,Marilyn Manson,metal,intense,0.967,143,0.285,0.576,0.0
22690,Cake And Sodomy,Marilyn Manson,metal,happy,0.841,162,0.686,0.576,0.0
22691,Children Of Cain,Marilyn Manson,metal,chill,0.641,145,0.471,0.685,0.135
22692,Coma Black,Marilyn Manson,metal,chill,0.717,155,0.234,0.499,0.015
22693,Coma White,Marilyn Manson,metal,chill,0.742,162,0.101,0.352,0.0
22694,Cry Little Sister,Marilyn Manson,metal,chill,0.635,153,0.039,0.509,0.029
22695,Cryptorchid,Marilyn Manson,metal,chill,0.556,162,0.261,0.522,0.486
22696,Cupid Carries A Gun,Marilyn Manson,metal,chill,0.943,136,0.497,0.516,0.0
22697,Cyclops,Marilyn Manson,metal,intense,0.855,167,0.197,0.514,0.0
22698,Day 3,Marilyn Manson,metal,energetic,0.656,130,0.94,0.788,0.013
22699,Deep Six,Marilyn Manson,metal,intense,0.95,145,0.263,0.595,0.002
22700,Deformography,Marilyn Manson,metal,intense,0.85,171,0.312,0.519,0.01
22701,Devour,Marilyn Manson,metal,chill,0.625,130,0.1,0.592,0.079
22702,Diary Of A Dope Fiend,Marilyn Manson,metal,chill,0.566,151,0.207,0.392,0.001
22703,Disassociative,Marilyn Manson,metal,chill,0.684,162,0.074,0.297,0.0
22704,Disengaged,Marilyn Manson,metal,energetic,0.734,138,0.432,0.754,0.025
22705,Disposable Teens,Marilyn Manson,metal,intense,0.957,145,0.274,0.304,0.0
22706,Dogma,Marilyn Manson,metal,intense,0.894,172,0.216,0.479,0.0
22707,Dope Hat,Marilyn Manson,metal,intense,0.9,148,0.282,0.626,0.002
22708,Down In The Park,Marilyn Manson,metal,intense,0.913,162,0.145,0.419,0.001
22709,Evidence,Marilyn Manson,metal,intense,0.818,125,0.241,0.63,0.002
22710,Fall Of The House Of Death,Marilyn Manson,metal,chill,0.634,134,0.291,0.565,0.017
22711,Four Rusted Horses,Marilyn Manson,metal,chill,0.566,118,0.561,0.591,0.035
22712,Fundamentally Loathsome,Marilyn Manson,metal,chill,0.529,171,0.314,0.247,0.0
22713,Get Your Gunn,Marilyn Manson,metal,chill,0.804,147,0.615,0.411,0.0
22714,Godeatgod,Marilyn Manson,metal,chill,0.53,103,0.159,0.275,0.053
22715,Great Big White World,Marilyn Manson,metal,chill,0.728,166,0.116,0.385,0.0
22716,Heaven Upside Down,Marilyn Manson,metal,chill,0.893,135,0.459,0.578,0.0
22717,I Have To Look Up Just To See Hell,Marilyn Manson,metal,intense,0.941,171,0.339,0.406,0.0
22718,I Put A Spell On You,Marilyn Manson,metal,intense,0.798,123,0.37,0.639,0.002
22719,I Want To Disappear,Marilyn Manson,metal,intense,0.958,152,0.359,0.418,0.0
22720,I Want To Kill You Like They Do In The Movies,Marilyn Manson,metal,intense,0.801,142,0.406,0.514,0.011
22721,If I Was Your Vampire,Marilyn Manson,metal,chill,0.457,133,0.082,0.54,0.006
22722,In The Shadow Of The Valley Of Death,Marilyn Manson,metal,chill,0.574,148,0.26,0.45,0.004
22723,Infinite Darkness,Marilyn Manson,metal,chill,0.751,152,0.05,0.504,0.0
22724,Into The Fire,Marilyn Manson,metal,chill,0.6,110,0.201,0.418,0.08
22725,Irresponsible Hate Anthem,Marilyn Manson,metal,intense,0.991,180,0.152,0.327,0.0
22726,Just A Car Crash Away,Marilyn Manson,metal,chill,0.615,154,0.107,0.434,0.018
22727,Keep My Head Together,Marilyn Manson,metal,chill,0.94,117,0.509,0.417,0.0
22728,Kill4Me,Marilyn Manson,metal,chill,0.689,129,0.393,0.644,0.002
22729,Killing Strangers,Marilyn Manson,metal,chill,0.55,98,0.518,0.601,0.01
22730,Kinderfeld,Marilyn Manson,metal,happy,0.828,129,0.804,0.618,0.005
22731,Lamb Of God,Marilyn Manson,metal,chill,0.663,111,0.498,0.557,0.034
22732,Lay Down Your Goddamn Arms,Marilyn Manson,metal,chill,0.91,141,0.539,0.534,0.001
22733,Leave A Scar,Marilyn Manson,metal,happy,0.885,131,0.659,0.565,0.001
22734,Little Horn,Marilyn Manson,metal,intense,0.926,162,0.137,0.301,0.001
22735,Long Hard Road Out Of Hell,Marilyn Manson,metal,chill,0.691,139,0.215,0.481,0.0
22736,Lunchbox,Marilyn Manson,metal,intense,0.962,167,0.252,0.431,0.005
22737,Man That You Fear,Marilyn Manson,metal,chill,0.711,143,0.093,0.414,0.096
22738,Mechanical Animals,Marilyn Manson,metal,intense,0.914,146,0.221,0.441,0.0
22739,Minute Of Decay,Marilyn Manson,metal,chill,0.573,175,0.344,0.453,0.006
22740,Misery Machine,Marilyn Manson,metal,intense,0.86,161,0.348,0.327,0.0
22741,Mister Superstar,Marilyn Manson,metal,intense,0.97,134,0.07,0.522,0.0
22742,Mobscene,Marilyn Manson,metal,chill,0.951,143,0.457,0.555,0.0
22743,Murderers Are Getting Prettier Every Day,Marilyn Manson,metal,intense,0.979,163,0.332,0.451,0.0
22744,Mutilation Is The Most Sincere Form Of Flattery,Marilyn Manson,metal,intense,0.92,138,0.367,0.561,0.0
22745,My Monkey,Marilyn Manson,metal,intense,0.868,162,0.339,0.453,0.001
22746,No Reflection,Marilyn Manson,metal,chill,0.889,141,0.519,0.662,0.0
22747,Odds Of Even,Marilyn Manson,metal,chill,0.721,134,0.359,0.573,0.003
22748,Organ Grinder,Marilyn Manson,metal,intense,0.973,181,0.25,0.469,0.005
22749,Overneath The Path Of Misery,Marilyn Manson,metal,energetic,0.744,157,0.485,0.736,0.001
22750,Paint You With My Love,Marilyn Manson,metal,intense,0.83,143,0.241,0.471,0.011
22751,Perfume,Marilyn Manson,metal,intense,0.982,136,0.131,0.521,0.001
22752,Personal Jesus,Marilyn Manson,metal,intense,0.941,143,0.246,0.572,0.0
22753,Pistol Whipped,Marilyn Manson,metal,energetic,0.727,132,0.536,0.868,0.031
22754,Posthuman,Marilyn Manson,metal,intense,0.977,157,0.291,0.442,0.0
22755,Putting Holes In Happiness,Marilyn Manson,metal,chill,0.722,150,0.412,0.34,0.0
22756,Red Black And Blue,Marilyn Manson,metal,intense,0.84,142,0.283,0.589,0.003
22757,Rock Is Dead,Marilyn Manson,metal,intense,0.909,124,0.411,0.51,0.0
22758,Running To The Edge Of The World,Marilyn Manson,metal,chill,0.582,145,0.073,0.52,0.011
22759,Saturnalia,Marilyn Manson,metal,intense,0.867,149,0.407,0.529,0.001
22760,Say10,Marilyn Manson,metal,chill,0.742,141,0.13,0.61,0.001
22761,Slave Only Dreams To Be King,Marilyn Manson,metal,intense,0.825,134,0.422,0.645,0.0
22762,Slutgarden,Marilyn Manson,metal,happy,0.842,124,0.787,0.693,0.003
22763,Snake Eyes And Sissies,Marilyn Manson,metal,intense,0.86,140,0.235,0.706,0.0
22764,Solve Coagula,Marilyn Manson,metal,intense,0.795,138,0.17,0.503,0.003
22765,Spade,Marilyn Manson,metal,intense,0.859,136,0.259,0.547,0.0
22766,Sweet Tooth,Marilyn Manson,metal,chill,0.609,168,0.143,0.565,0.002
22767,Tainted Love,Marilyn Manson,metal,chill,0.953,150,0.518,0.645,0.001
22768,Tattooed In Reverse,Marilyn Manson,metal,chill,0.683,104,0.298,0.49,0.001
22769,The Beautiful People,Marilyn Manson,metal,happy,0.949,152,0.795,0.618,0.004
22770,The Bright Young Things,Marilyn Manson,metal,intense,0.946,120,0.209,0.551,0.002
22771,The Death Song,Marilyn Manson,metal,intense,0.882,130,0.237,0.602,0.001
22772,The Devil Beneath My Feet,Marilyn Manson,metal,happy,0.843,141,0.759,0.659,0.001
22773,The Dope Show,Marilyn Manson,metal,chill,0.735,146,0.339,0.564,0.0
22774,The Fall Of Adam,Marilyn Manson,metal,moody,0.403,103,0.129,0.358,0.052
22775,The Fight Song,Marilyn Manson,metal,intense,0.984,143,0.038,0.506,0.0
22776,The Flowers Of Evil,Marilyn Manson,metal,intense,0.838,141,0.195,0.575,0.002
22777,The Gardener,Marilyn Manson,metal,energetic,0.649,136,0.936,0.762,0.001
22778,The Golden Age Of Grotesque,Marilyn Manson,metal,intense,0.875,127,0.184,0.314,0.008
22779,The Last Day On Earth,Marilyn Manson,metal,intense,0.795,165,0.307,0.407,0.0
22780,The Love Song,Marilyn Manson,metal,intense,0.975,149,0.226,0.485,0.0
22781,The Mephistopheles Of Los Angeles,Marilyn Manson,metal,intense,0.907,140,0.216,0.636,0.0
22782,The Nobodies,Marilyn Manson,metal,intense,0.824,155,0.274,0.437,0.0
22783,The Red Carpet Grave,Marilyn Manson,metal,intense,0.954,149,0.113,0.541,0.001
22784,The Speed Of Pain,Marilyn Manson,metal,chill,0.535,154,0.117,0.391,0.001
22785,Third Day Of A Seven Day Binge,Marilyn Manson,metal,happy,0.943,130,0.66,0.616,0.003
22786,This Is Halloween,Marilyn Manson,metal,intense,0.945,167,0.298,0.489,0.118
22787,This Is The New Shit,Marilyn Manson,metal,uplifting,0.865,117,0.636,0.635,0.001
22788,Threats Of Romance,Marilyn Manson,metal,chill,0.624,141,0.234,0.522,0.0
22789,Tourniquet,Marilyn Manson,metal,chill,0.902,175,0.459,0.415,0.001
22790,Unkillable Monster,Marilyn Manson,metal,chill,0.777,117,0.459,0.521,0.001
22791,Use Your Fist And Not Your Mouth,Marilyn Manson,metal,intense,0.924,127,0.235,0.667,0.001
22792,User Friendly,Marilyn Manson,metal,chill,0.819,117,0.565,0.293,0.0
22793,Vodevil,Marilyn Manson,metal,intense,0.923,122,0.153,0.559,0.0
22794,Warship My Wreck,Marilyn Manson,metal,chill,0.748,133,0.165,0.555,0.022
22795,We Are Chaos,Marilyn Manson,metal,intense,0.858,147,0.238,0.378,0.001
22796,We Know Where You Fucking Live,Marilyn Manson,metal,intense,0.869,143,0.374,0.695,0.0
22797,Wight Spider,Marilyn Manson,metal,intense,0.872,134,0.449,0.552,0.001
22798,Wormboy,Marilyn Manson,metal,chill,0.88,131,0.485,0.608,0.004
22799,Wow,Marilyn Manson,metal,chill,0.706,117,0.513,0.596,0.01
22800,Wrapped In Plastic,Marilyn Manson,metal,chill,0.737,167,0.331,0.504,0.004
22801,You And Me And The Devil Makes 3,Marilyn Manson,metal,intense,0.966,141,0.437,0.608,0.0
22802,Ancient Dreams In A Modern Land,Marina,indie,uplifting,0.794,148,0.645,0.586,0.017
22803,Better Than That,Marina,indie,chill,0.885,136,0.602,0.625,0.013
22804,Blue,Marina,indie,energetic,0.768,137,0.558,0.776,0.374
22805,Bubblegum Bitch,Marina,indie,chill,0.857,161,0.616,0.502,0.0
22806,Buy The Stars,Marina,indie,relaxed,0.271,133,0.26,0.662,0.952
22807,Fear And Loathing,Marina,indie,chill,0.637,124,0.2,0.545,0.579
22808,Flowers,Marina,indie,relaxed,0.219,166,0.434,0.574,0.953
22809,Forget,Marina,indie,intense,0.871,140,0.361,0.612,0.047
22810,Froot,Marina,indie,happy,0.813,136,0.734,0.623,0.263
22811,Girls,Marina,indie,happy,0.874,133,0.956,0.675,0.025
22812,Gold,Marina,indie,uplifting,0.602,136,0.896,0.716,0.443
22813,Guilty,Marina,indie,happy,0.841,143,0.653,0.677,0.601
22814,Handmade Heaven,Marina,indie,chill,0.503,128,0.287,0.384,0.367
22815,Hermit The Frog,Marina,indie,chill,0.68,138,0.492,0.618,0.243
22816,Highly Emotional People,Marina,indie,relaxed,0.287,122,0.235,0.487,0.912
22817,Hollywood,Marina,indie,relaxed,0.243,138,0.487,0.563,0.886
22818,Homewrecker,Marina,indie,chill,0.757,144,0.197,0.491,0.001
22819,How To Be A Heartbreaker,Marina,indie,happy,0.898,149,0.858,0.7,0.014
22820,Hypocrates,Marina,indie,chill,0.578,133,0.15,0.546,0.004
22821,I Am Not A Robot,Marina,indie,chill,0.637,136,0.457,0.615,0.57
22822,I Love You But I Love Me More,Marina,indie,intense,0.882,131,0.27,0.504,0.26
22823,Immortal,Marina,indie,chill,0.625,136,0.368,0.564,0.356
22824,Karma,Marina,indie,energetic,0.701,121,0.4,0.734,0.118
22825,Lies,Marina,indie,chill,0.672,139,0.281,0.569,0.015
22826,Living Dead,Marina,indie,intense,0.902,139,0.401,0.654,0.002
22827,Lonely Hearts Club,Marina,indie,chill,0.756,124,0.456,0.564,0.012
22828,New America,Marina,indie,chill,0.748,141,0.425,0.573,0.046
22829,Numb,Marina,indie,chill,0.453,136,0.239,0.502,0.421
22830,Obsessions,Marina,indie,energetic,0.654,141,0.597,0.773,0.088
22831,Orange Trees,Marina,indie,energetic,0.661,124,0.553,0.741,0.256
22832,Primadonna,Marina,indie,chill,0.69,141,0.432,0.669,0.088
22833,Purge The Poison,Marina,indie,chill,0.823,149,0.55,0.589,0.052
22834,Radioactive,Marina,indie,uplifting,0.775,140,0.628,0.702,0.006
22835,Rootless,Marina,indie,happy,0.81,133,0.689,0.616,0.063
22836,Savages,Marina,indie,energetic,0.761,136,0.739,0.77,0.08
22837,Seventeen,Marina,indie,happy,0.817,143,0.807,0.782,0.328
22838,Sex Yeah,Marina,indie,chill,0.868,147,0.532,0.596,0.001
22839,Shampain,Marina,indie,happy,0.873,134,0.75,0.634,0.009
22840,Soft To Be Strong,Marina,indie,chill,0.624,146,0.128,0.565,0.603
22841,Solitaire,Marina,indie,relaxed,0.436,129,0.205,0.637,0.765
22842,Starring Role,Marina,indie,intense,0.801,152,0.415,0.537,0.122
22843,Superstar,Marina,indie,chill,0.575,122,0.278,0.719,0.322
22844,Teen Idle,Marina,indie,chill,0.652,137,0.378,0.579,0.242
22845,The Family Jewels,Marina,indie,dreamy,0.553,131,0.523,0.786,0.682
22846,The Outsider,Marina,indie,happy,0.896,154,0.688,0.589,0.268
22847,The State Of Dreaming,Marina,indie,chill,0.731,139,0.084,0.53,0.001
22848,To Be Human,Marina,indie,moody,0.446,121,0.277,0.681,0.564
22849,Valley Of The Dolls,Marina,indie,chill,0.67,136,0.263,0.56,0.0
22850,Venus Fly Trap,Marina,indie,chill,0.892,146,0.605,0.604,0.078
22851,Weeds,Marina,indie,chill,0.664,140,0.182,0.512,0.028
22852,2 Train,Mario,R&B,chill,0.652,154,0.341,0.619,0.085
22853,Braid My Hair,Mario,R&B,chill,0.62,145,0.454,0.697,0.083
22854,Break Up,Mario,R&B,chill,0.518,107,0.48,0.446,0.428
22855,Call The Cops,Mario,R&B,energetic,0.651,125,0.891,0.919,0.097
22856,Could U Be,Mario,R&B,chill,0.581,136,0.36,0.788,0.024
22857,Crying Out For Me,Mario,R&B,chill,0.721,143,0.511,0.516,0.196
22858,Directions,Mario,R&B,moody,0.386,134,0.485,0.783,0.511
22859,Do Right,Mario,R&B,uplifting,0.523,177,0.782,0.572,0.203
22860,Drowning,Mario,R&B,chill,0.479,132,0.187,0.727,0.278
22861,Girl In The Picture,Mario,R&B,uplifting,0.598,111,0.852,0.719,0.031
22862,Go,Mario,R&B,energetic,0.763,136,0.343,0.721,0.012
22863,Here I Go Again,Mario,R&B,energetic,0.743,123,0.792,0.803,0.03
22864,Holla Back,Mario,R&B,uplifting,0.828,184,0.639,0.582,0.036
22865,How Could You,Mario,R&B,uplifting,0.48,138,0.751,0.855,0.047
22866,How Do I Breathe,Mario,R&B,chill,0.455,122,0.492,0.694,0.215
22867,I Choose You,Mario,R&B,uplifting,0.629,117,0.716,0.683,0.082
22868,Lay In My Bed,Mario,R&B,chill,0.71,122,0.404,0.565,0.223
22869,Let Me Love You,Mario,R&B,chill,0.579,120,0.562,0.665,0.235
22870,Like Me Real Hard,Mario,R&B,chill,0.463,132,0.469,0.684,0.138
22871,Music For Love,Mario,R&B,moody,0.423,139,0.471,0.715,0.106
22872,Never,Mario,R&B,moody,0.441,112,0.395,0.433,0.167
